Machine Learning: A Probabilistic Perspective , Kevin P. Murphy ,1,"A detailed and up-to-date introduction to machine learning, presented through the unifying lens of probabilistic modeling and Bayesian decision theory. This book offers a detailed and up-to-date introduction to machine learning (including deep learning) through the unifying lens of probabilistic modeling and Bayesian decision theory. The book covers mathematical background (including linear algebra and optimization), basic supervised learning (including linear and logistic regression and deep neural networks), as well as more advanced topics (including transfer learning and unsupervised learning). End-of-chapter exercises allow students to apply what they have learned, and an appendix covers notation. Probabilistic Machine Learning grew out of the author’s 2012 book, Machine Learning: A Probabilistic Perspective. More than just a simple update, this is a completely new book that reflects the dramatic developments in the field since 2012, most notably deep learning. In addition, the new book is accompanied by online Python code, using libraries such as scikit-learn, JAX, PyTorch, and Tensorflow, which can be used to reproduce nearly all the figures; this code can be run inside a web browser using cloud-based notebooks, and provides a practical complement to the theoretical topics discussed in the book. This introductory text will be followed by a sequel that covers more advanced topics, taking the same probabilistic approach."
Fundamentals of Applied Probability and Random Processes , Oliver Ibe ,1,"The long-awaited revision of Fundamentals of Applied Probability and Random Processes expands on the central components that made the first edition a classic. The title is based on the premise that engineers use probability as a modeling tool, and that probability can be applied to the solution of engineering problems. Engineers and students studying probability and random processes also need to analyze data, and thus need some knowledge of statistics. This book is designed to provide students with a thorough grounding in probability and stochastic processes, demonstrate their applicability to real-world problems, and introduce the basics of statistics. The book's clear writing style and homework problems make it ideal for the classroom or for self-study. - Demonstrates concepts with more than 100 illustrations, including 2 dozen new drawings - Expands readers' understanding of disruptive statistics in a new chapter (chapter 8) - Provides new chapter on Introduction to Random Processes with 14 new illustrations and tables explaining key concepts. - Includes two chapters devoted to the two branches of statistics, namely descriptive statistics (chapter 8) and inferential (or inductive) statistics (chapter 9)."
"Artificial Intelligence: A Modern Approach, Global Edition "," Peter Norvig, Stuart Russell ",1,"This is a comprehensive textbook on artificial intelligence that is widely used in universities worldwide. The latest edition covers both foundational and cutting-edge AI topics, including search, knowledge representation, machine learning, deep learning, natural language processing, robotics, and more. It takes a unified approach to AI, showing how different subfields fit together. The book emphasizes practical applications while also covering theoretical concepts. It includes pseudocode for key algorithms and numerous diagrams and examples."
Introduction to Probability , Joseph K. Blitzstein and Jessica Hwang ,1,"Developed from celebrated Harvard statistics lectures, Introduction to Probability provides essential language and tools for understanding statistics, randomness, and uncertainty. The book explores a wide variety of applications and examples, ranging from coincidences and paradoxes to Google PageRank and Markov chain Monte Carlo (MCMC). Additional application areas explored include genetics, medicine, computer science, and information theory. The print book version includes a code that provides free access to an eBook version. The authors present the material in an accessible style and motivate concepts using real-world examples. Throughout, they use stories to uncover connections between the fundamental distributions in statistics and conditioning to reduce complicated problems to manageable pieces. The book includes many intuitive explanations, diagrams, and practice problems. Each chapter ends with a section showing how to perform relevant simulations and calculations in R, a free statistical software environment."
Calculus , James Stewart ,1,"This is a popular calculus textbook used in many university courses. It covers single-variable and multivariable calculus over three semesters worth of material. Key topics include limits, derivatives, integrals, applications, series, vectors, and partial derivatives. The book is known for its clear explanations, numerous examples and exercises, and focus on problem-solving. It includes many real-world applications to motivate the mathematical concepts. Recent editions incorporate more technology and visualization tools to aid learning."
Coding the Matrix: Linear Algebra through Applications to Computer Science , Philip N. Klein ,5,"This book teaches linear algebra through its applications in computer science. It covers vectors, matrices, and linear transformations while demonstrating their use in areas like computer graphics, data compression, machine learning, and cryptography. The book takes a computational approach, having students implement concepts in Python code. It aims to make linear algebra more engaging and relevant for computer science students. Topics include vector spaces, basis, dimension, linear systems, eigenvectors, and singular value decomposition."
"Thinking, Fast and Slow ", Daniel Kahneman ,5,"Decisions: You make hundreds every day, but do you really know how they are made? When can you trust fast, intuitive judgment, and when is it biased? How can you transform your thinking to help avoid overconfidence and become a better decision maker? Thinking, Fast and Slow ...in 30 Minutes is the essential guide to quickly understanding the fundamental components of decision making outlined in Daniel Kahneman's bestselling book, Thinking, Fast and Slow. Understand the key ideas behind Thinking, Fast and Slow in a fraction of the time: Concise chapter-by-chapter synopses Essential insights and takeaways highlighted Illustrative case studies demonstrate Kahneman's groundbreaking research in behavioral economics In Thinking, Fast and Slow, Daniel Kahneman, best-selling author and recipient of the Nobel Prize in Economics, has compiled his many years of groundbreaking research to offer practical knowledge and insights into how people's minds make decisions. Challenging the standard model of judgment, Kahneman aims to enhance the everyday language about thinking to more accurately discuss, diagnose, and reduce poor judgment. Thought, Kahneman explains, has two distinct systems: the fast and intuitive System 1, and the slow and effortful System 2. Intuitive decision making is often effective, but in Thinking, Fast and Slow Kahneman highlights situations in which it is unreliable-when decisions require predicting the future and assessing risks. Presenting a framework for how these two systems impact the mind, Thinking, Fast and Slow reveals the far-reaching impact of cognitive biases-from creating public policy to playing the stock market to increasing personal happiness-and provides tools for applying behavioral economics toward better decision making. A 30 Minute Expert Summary of Thinking, Fast and Slow Designed for those whose desire to learn exceeds the time they have available, the Thinking, Fast and Slow expert summary helps readers quickly and easily become experts ...in 30 minutes."
Good to Great: Why Some Companies Make the Leap...And Others Don't , Jim Collins ,5,"The Challenge Built to Last, the defining management study of the nineties, showed how great companies triumph over time and how long-term sustained performance can be engineered into the DNA of an enterprise from the verybeginning. But what about the company that is not born with great DNA? How can good companies, mediocre companies, even bad companies achieve enduring greatness? The Study For years, this question preyed on the mind of Jim Collins. Are there companies that defy gravity and convert long-term mediocrity or worse into long-term superiority? And if so, what are the universal distinguishing characteristics that cause a company to go from good to great? The Standards Using tough benchmarks, Collins and his research team identified a set of elite companies that made the leap to great results and sustained those results for at least fifteen years. How great? After the leap, the good-to-great companies generated cumulative stock returns that beat the general stock market by an average of seven times in fifteen years, better than twice the results delivered by a composite index of the world's greatest companies, including Coca-Cola, Intel, General Electric, and Merck. The Comparisons The research team contrasted the good-to-great companies with a carefully selected set of comparison companies that failed to make the leap from good to great. What was different? Why did one set of companies become truly great performers while the other set remained only good? Over five years, the team analyzed the histories of all twenty-eight companies in the study. After sifting through mountains of data and thousands of pages of interviews, Collins and his crew discovered the key determinants of greatness -- why some companies make the leap and others don't. The Findings The findings of the Good to Great study will surprise many readers and shed light on virtually every area of management strategy and practice. The findings include: Level 5 Leaders: The research team was shocked to discover the type of leadership required to achieve greatness. The Hedgehog Concept (Simplicity within the Three Circles): To go from good to great requires transcending the curse of competence. A Culture of Discipline: When you combine a culture of discipline with an ethic of entrepreneurship, you get the magical alchemy of great results. Technology Accelerators: Good-to-great companies think differently about the role of technology. The Flywheel and the Doom Loop: Those who launch radical change programs and wrenching restructurings will almost certainly fail to make the leap. “Some of the key concepts discerned in the study,” comments Jim Collins, ""fly in the face of our modern business culture and will, quite frankly, upset some people.” Perhaps, but who can afford to ignore these findings?"
"Lean In: Women, Work, and the Will to Lead ", Sheryl Sandberg ,5,"""Lean In: Women, Work, and the Will to Lead"" by Sheryl Sandberg is a influential book that addresses the challenges women face in the workplace and encourages them to pursue leadership roles. Published in 2013, the book combines personal anecdotes from Sandbergs career at Google and Facebook with research on gender differences in the workplace. Sandberg argues that women often hold themselves back due to internalized societal expectations and fear of being disliked. She encourages women to ""sit at the table,"" seek challenges, take risks, and pursue their goals with gusto. The book covers topics such as negotiation, mentorship, building a satisfying career, and balancing work and family life. Sandberg also discusses the importance of choosing a supportive partner and involving men in the push for gender equality. While some critics argue that the book focuses too much on individual actions rather than systemic barriers, ""Lean In"" has sparked important conversations about women in leadership and has inspired many women to pursue their ambitions more boldly12"
Orange Is the New Black: My Year in a Women's Prison , Piper Kerman ,5,"#1 NEW YORK TIMES BESTSELLER • NOW A NETFLIX ORIGINAL SERIES With a career, a boyfriend, and a loving family, Piper Kerman barely resembles the reckless young woman who delivered a suitcase of drug money ten years before. But that past has caught up with her. Convicted and sentenced to fifteen months at the infamous federal correctional facility in Danbury, Connecticut, the well-heeled Smith College alumna is now inmate #11187–424—one of the millions of people who disappear “down the rabbit hole” of the American penal system. From her first strip search to her final release, Kerman learns to navigate this strange world with its strictly enforced codes of behavior and arbitrary rules. She meets women from all walks of life, who surprise her with small tokens of generosity, hard words of wisdom, and simple acts of acceptance. Heartbreaking, hilarious, and at times enraging, Kerman’s story offers a rare look into the lives of women in prison—why it is we lock so many away and what happens to them when they’re there. Praise for Orange Is the New Black “Fascinating . . . The true subject of this unforgettable book is female bonding and the ties that even bars can’t unbind.”—People (four stars) “I loved this book. It’s a story rich with humor, pathos, and redemption. What I did not expect from this memoir was the affection, compassion, and even reverence that Piper Kerman demonstrates for all the women she encountered while she was locked away in jail. I will never forget it.”—Elizabeth Gilbert, author of Eat, Pray, Love “This book is impossible to put down because [Kerman] could be you. Or your best friend. Or your daughter.”—Los Angeles Times “Moving . . . transcends the memoir genre’s usual self-centeredness to explore how human beings can always surprise you.”—USA Today “It’s a compelling awakening, and a harrowing one—both for the reader and for Kerman.”—Newsweek"
Everyone Deserves a Great Manager: The 6 Critical Practices for Leading a Team," Scott Jeffrey Miller, Todd Davis, Victoria Roos Olsson ",5,"Learn how to become a great manager in this Wall Street Journal bestseller from the leadership experts at FranklinCovey. The essential guide when you make the challenging yet rewarding leap to manager. Based on nearly a decade of research on what makes managers successful, Everyone Deserves a Great Manager includes field-tested tips, techniques, and the top advice from hundreds of thousands of managers all over the world. Organized by the four main roles every manager fills, this must-read guide focuses on how to lead yourself, people, teams, and change to success. No matter what your current problem or time constraint, pick up a helpful tip in ten minutes or glean an entire skillset by developing people skills and clarity through straightforward advice. Dive into common managerial tasks like one-on-ones, giving feedback, delegating, hiring, building team culture, and leading remote teams, with useful worksheets and a list of questions for your next interview. An approachable, engaging style using real-world stories, Everyone Deserves a Great Manager provides the blueprint for becoming the great manager every team deserves."
Think Better: An Innovator's Guide to Productive Thinking , Tim Hurson ,5,"There are thousands of books about thinking. But there are very few books that provide clear how-to information that can actually help you think better. Think Better is about Productive Thinking—why it’s important, how it works, and how to use it at work, at home, and at play. Productive Thinking is a game changer—a practical, easy-to-learn, repeatable process that helps people understand more clearly, think more creatively, and plan more effectively. It's based on the thinking strategies that people we celebrate for their creativity have been using for centuries. Tim Hurson brings Productive Thinking out of the closet and presents it in a way that makes it easy for anyone to grasp and use—so you can think better, work better, and do better in every aspect of your life. Think Better demonstrates how you can start with an intractable technical problem, an unmet consumer need, or a gaping chasm in your business strategy and, by following a clearly defined, practical thinking process, arrive at a robust, innovative solution. Many companies use the Productive Thinking model to generate fresh solutions for tough business problems, and many individuals rely on it to solve pressing personal problems. The principles you'll find in Think Better are straight-forward: separate your thinking into creative thinking and critical thinking; stay with the question; strive for the “third third” by generating lots and lots of ideas; and look for unexpected connections. The model consists of six interlocking steps: Step 1:What's Going On? Explore and truly understand the challenge. Step 2: What's Success? Envision the ideal outcome and establish success criteria. Step 3: What's the Question? Pinpoint the real problem or opportunity. Step 4: Generate Answers List many possible solutions. Step 5: Forge the Solution Decide which solution is best. Then make it better. Step 6: Align Resources Create an action plan. Tim Hurson starts by explaining how we all build inner barriers to effective thinking. He identifies our habits of thinking that severely limit our behavior, from “monkey mind” to “gator brain.” Then he demonstrates how to overcome these barriers. More than anything, productive thinking is an attitude that will let you look at problems and convert them into opportunities. At the end of this disciplined brainstorming process, you'll have a concrete action plan, complete with timelines and deadlines. The book is filled with many of Hurson's original brainstorming tools that will empower you to generate, organize, and process ideas. For example, you can identify your best ideas using the five C's: Cull, Cluster, Combine, Clarify and Choose. And you can transform an embryonic idea into a robust solution with POWER, which stands for Positives, Objections, What else?, Enhancements and Remedies. To create the future, you first must be able to imagine it. Productive thinking is a way to help you do that."
Power: Why Some People Have It and Others Don't , Jeffrey Pfeffer ,5,"In one survey, 61 percent of employees said that workplace stress had made them sick and 7 percent said they had actually been hospitalized. Job stress costs US employers more than $300 billion annually and may cause 120,000 excess deaths each year. In China, 1 million people a year may be dying from overwork. People are literally dying for a paycheck. And it needs to stop. In this timely, provocative book, Jeffrey Pfeffer contends that many modern management commonalities such as long work hours, work-family conflict, and economic insecurity are toxic to employees—hurting engagement, increasing turnover, and destroying people’s physical and emotional health—and also inimical to company performance. He argues that human sustainability should be as important as environmental stewardship. You don’t have to do a physically dangerous job to confront a health-destroying, possibly life-threatening, workplace. Just ask the manager in a senior finance role whose immense workload, once handled by several employees, required frequent all-nighters—leading to alcohol and drug addiction. Or the dedicated news media producer whose commitment to getting the story resulted in a sixty-pound weight gain thanks to having no down time to eat properly or exercise. Or the marketing professional prescribed antidepressants a week after joining her employer. In Dying for a Paycheck, Jeffrey Pfeffer marshals a vast trove of evidence and numerous examples from all over the world to expose the infuriating truth about modern work life: even as organizations allow management practices that literally sicken and kill their employees, those policies do not enhance productivity or the bottom line, thereby creating a lose-lose situation. Exploring a range of important topics including layoffs, health insurance, work-family conflict, work hours, job autonomy, and why people remain in toxic environments, Pfeffer offers guidance and practical solutions all of us—employees, employers, and the government—can use to enhance workplace wellbeing. We must wake up to the dangers and enormous costs of today’s workplace, Pfeffer argues. Dying for a Paycheck is a clarion call for a social movement focused on human sustainability. Pfeffer makes clear that the environment we work in is just as important as the one we live in, and with this urgent book, he opens our eyes and shows how we can make our workplaces healthier and better."
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not! , Robert T. Kiyosaki ,5,"In Rich Dad Poor Dad, the #1 Personal Finance book of all time, Robert Kiyosaki shares the story of his two dad: his real father, whom he calls his poor dad,’ and the father of his best friend, the man who became his mentor and his rich dad.’ One man was well educated and an employee all his life, the other’s education was street smarts” over traditional classroom education and he took the path of entrepreneurship a road that led him to become one of the wealthiest men in Hawaii. Robert’s poor dad struggled financially all his life, and these two dads these very different points of view of money, investing, and employment shaped Robert’s thinking about money.Robert has challenged and changed the way tens of millions of people, around the world, think about money and investing and he has become a global advocate for financial education and the path to financial freedom. Rich Dad Poor Dad (and the Rich Dad series it spawned) has sold over 36 million copies in English and translated editions around the world.Rich Dad Poor Dad will explode the myth that you need to earn a high income to become rich challenge the belief that your house is an asset show parents why they can’t rely on the school system to teach their kidsabout money define, once and for all, an asset and a liability explain the difference between good debt and bad debt teach you to see the world of money from different perspectives discuss the shift in mindset that can put you on the road to financial freedom"
Being Black Not Much Has Changed , Sally Eko ,5,"It is about the movement of people from Africa to North and South America ,their enslavement, emancipation. their contribution to their new home. Colonization of Africa, independence, military coups, the economy, problems, and the way forward."
Conceptual Blockbusting: A Guide to Better Ideas , James L. Adams ,5,"A thoroughly revised edition of the classic on creativity, essential for individuals and teams who want to think outside the box. Some people are naturally creative and others aren't, right? Wrong. In this classic book on creativity, James Adams takes a unique approach to generating ideas and solving problems that has captivated, inspired, and guided thousands of people from all walks of life to new heights of creativity-whether you are a writer with writers block, or a businesswoman struggling to come up with a new organizational structure. More than three decades after its original publication, Conceptual Blockbusting has never been more relevant, powerful, or fresh. Integrating insights from the worlds of psychology, engineering, management, art, and philosophy, Adams identifies the key blocks (perceptual, emotional, cultural, environmental, intellectual, and expressive) that prevent us from realizing the full potential of our fertile minds. Employing unconventional exercises and other interactive elements, Adams shows individuals, teams, and organizations how to overcome these blocks, embrace alternative ways of thinking about complex problems, and celebrate the joy of creativity. Completely revised and updated with the latest cognitive science and addressing new subjects such as changes in technology, creativity in large groups, and sustaining creativity over time, Conceptual Blockbusting will introduce a new generation of readers to a world of new possibilities."
Cracking Creativity: The Secrets of Creative Genius , Michael Michalko ,5,"From the bestselling author of Thinkertoys, this follow up brings innovative creative thinking techniques within reach, giving you the tools to tackle everyday challenges in new ways. Internationally renowned business creativity expert, Michael Michalko will show you how creative people think—and how to put their secrets to work for you in business and in your personal life. You don't have to be a genius to solve problems like one. Michalko researched and analyzed hundreds of history's greatest thinkers across disciplines—from Leonardo da Vinci to Pablo Picasso—to bring the best of their techniques together and to teach you how to apply them in your own life. Cracking Creativity is filled with exercises and anecdotes that will soon have you looking at problems and seeing many different solutions."
Building Self-Esteem and Confidence in Yourself and Your Child ," C. E. Rollins, Jan Dargatz ",5,"For parents and relatives of small children and leaders of preschool and primary classes at church, 52 Simple Ways to Build Your Child's Self-Esteem provides principles and activities to make your child tall with confidence."
Deep Work: Rules for Focused Success in a Distracted World , Cal Newport ,5,"AN AMAZON BEST BOOK OF 2O16 PICK IN BUSINESS & LEADERSHIP WALL STREET JOURNAL BUSINESS BESTSELLER A BUSINESS BOOK OF THE WEEK AT 800-CEO-READ Master one of our economy’s most rare skills and achieve groundbreaking results with this “exciting” book (Daniel H. Pink) from an “exceptional” author (New York Times Book Review). Deep work is the ability to focus without distraction on a cognitively demanding task. It's a skill that allows you to quickly master complicated information and produce better results in less time. Deep Work will make you better at what you do and provide the sense of true fulfillment that comes from craftsmanship. In short, deep work is like a super power in our increasingly competitive twenty-first century economy. And yet, most people have lost the ability to go deep-spending their days instead in a frantic blur of e-mail and social media, not even realizing there's a better way. In Deep Work, author and professor Cal Newport flips the narrative on impact in a connected age. Instead of arguing distraction is bad, he instead celebrates the power of its opposite. Dividing this book into two parts, he first makes the case that in almost any profession, cultivating a deep work ethic will produce massive benefits. He then presents a rigorous training regimen, presented as a series of four ""rules,"" for transforming your mind and habits to support this skill. 1. Work Deeply 2. Embrace Boredom 3. Quit Social Media 4. Drain the Shallows A mix of cultural criticism and actionable advice, Deep Work takes the reader on a journey through memorable stories-from Carl Jung building a stone tower in the woods to focus his mind, to a social media pioneer buying a round-trip business class ticket to Tokyo to write a book free from distraction in the air-and no-nonsense advice, such as the claim that most serious professionals should quit social media and that you should practice being bored. Deep Work is an indispensable guide to anyone seeking focused success in a distracted world."
"Zero to One: Notes on Startups, or How to Build the Future ","  Peter Thiel, Blake Masters ",5,"#1 NEW YORK TIMES BESTSELLER • “This book delivers completely new and refreshing ideas on how to create value in the world.”—Mark Zuckerberg, CEO of Meta “Peter Thiel has built multiple breakthrough companies, and Zero to One shows how.”—Elon Musk, CEO of SpaceX and Tesla The great secret of our time is that there are still uncharted frontiers to explore and new inventions to create. In Zero to One, legendary entrepreneur and investor Peter Thiel shows how we can find singular ways to create those new things. Thiel begins with the contrarian premise that we live in an age of technological stagnation, even if we’re too distracted by shiny mobile devices to notice. Information technology has improved rapidly, but there is no reason why progress should be limited to computers or Silicon Valley. Progress can be achieved in any industry or area of business. It comes from the most important skill that every leader must master: learning to think for yourself. Doing what someone else already knows how to do takes the world from 1 to n, adding more of something familiar. But when you do something new, you go from 0 to 1. The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won’t make a search engine. Tomorrow’s champions will not win by competing ruthlessly in today’s marketplace. They will escape competition altogether, because their businesses will be unique. Zero to One presents at once an optimistic view of the future of progress in America and a new way of thinking about innovation: it starts by learning to ask the questions that lead you to find value in unexpected places."
Emotional Intelligence: Why It Can Matter More Than IQ  , Daniel Goleman ,5,"A 25th anniversary edition of the number one, multi-million copy international bestseller that taught us how emotional intelligence is more important than IQ - 'a revolutionary, paradigm-shattering idea' (Harvard Business Review) Featuring a new introduction from the author Does IQ define our destiny? In his groundbreaking bestseller, Daniel Goleman argues that our view of human intelligence is far too narrow. It is not our IQ, but our emotional intelligence that plays a major role in thought, decision-making and individual success. Self-awareness, impulse control, persistence, motivation, empathy and social deftness: all are qualities that mark people who excel, whose relationships flourish, who can navigate difficult conversations, who become stars in the workplace. With new insights into the brain architecture underlying emotion and rationality, Goleman shows precisely how emotional intelligence can be nurtured and strengthened in all of us."
"Business Model Generation: A Handbook for Visionaries, Game Changers, Challengers "," Alexander Osterwalder, Yves Pigneur ",5,"Business Model Generation is a handbook for visionaries, game changers, and challengers striving to defy outmoded business models and design tomorrow's enterprises. If your organization needs to adapt to harsh new realities, but you don't yet have a strategy that will get you out in front of your competitors, you need Business Model Generation. Co-created by 470 ""Business Model Canvas"" practitioners from 45 countries, the book features a beautiful, highly visual, 4-color design that takes powerful strategic ideas and tools, and makes them easy to implement in your organization. It explains the most common Business Model patterns, based on concepts from leading business thinkers, and helps you reinterpret them for your own context. You will learn how to systematically understand, design, and implement a game-changing business model--or analyze and renovate an old one. Along the way, you'll understand at a much deeper level your customers, distribution channels, partners, revenue streams, costs, and your core value proposition. Business Model Generation features practical innovation techniques used today by leading consultants and companies worldwide, including 3M, Ericsson, Capgemini, Deloitte, and others. Designed for doers, it is for those ready to abandon outmoded thinking and embrace new models of value creation: for executives, consultants, entrepreneurs, and leaders of all organizations. If you're ready to change the rules, you belong to ""the business model generation!"""
The Startup Owner's Manual: The Step-by-Step Guide for Building a Great Company ," Steve Blank, Bob Dorf ",5,"More than 100,000 entrepreneurs rely on this book. The National Science Foundation pays hundreds of startup teams each year to follow the process outlined in the book, and it's taught at Stanford, Berkeley, Columbia and more than 100 other leading universities worldwide. Why? The Startup Owner's Manual guides you, step-by-step, as you put the Customer Development process to work. This method was created by renowned Silicon Valley startup expert Steve Blank, co-creator with Eric Ries of the ""Lean Startup"" movement and tested and refined by him for more than a decade. This 608-page how-to guide includes over 100 charts, graphs, and diagrams, plus 77 valuable checklists that guide you as you drive your company toward profitability. It will help you: • Avoid the 9 deadly sins that destroy startups' chances for success • Use the Customer Development method to bring your business idea to life • Incorporate the Business Model Canvas as the organizing principle for startup hypotheses • Identify your customers and determine how to ""get, keep and grow"" customers profitably • Compute how you'll drive your startup to repeatable, scalable profits. The Startup Owners Manual was originally published by K&S Ranch Publishing Inc. and is now available from Wiley. The cover, design, and content are the same as the prior release and should not be considered a new or updated product."
The Wealth of Nations , Adam Smith ,5,"""The Wealth of Nations"" by Adam Smith, first published in 1776, is a foundational text in classical economics. The book presents Smiths theory of political economy, arguing that free markets, division of labor, and pursuit of self-interest lead to national prosperity. Key ideas include the ""invisible hand"" of the market, the benefits of specialization, and critiques of mercantilism. Smith also discusses topics like taxation, public works, and international trade. Despite its age, many of the concepts in ""The Wealth of Nations"" continue to influence modern economic thought and policy debates"
How Not to Be Wrong: The Power of Mathematical Thinking , Jordan Ellenberg ,5,"""How Not to Be Wrong: The Power of Mathematical Thinking"" by Jordan Ellenberg is a book that explores how mathematical thinking can be applied to everyday life and decision-making. Published in 2014, the book aims to show that mathematics is not just about numbers and equations, but a way of thinking that can help us understand the world better. Ellenberg, a professor of mathematics at the University of Wisconsin-Madison, uses a variety of engaging examples and anecdotes to illustrate mathematical concepts. The book covers topics such as probability, statistics, regression to the mean, and the importance of questioning assumptions. Ellenberg argues that mathematical thinking can help us avoid common pitfalls in reasoning and make better decisions in areas ranging from politics to personal finance. He emphasizes that mathematics is about asking the right questions as much as it is about getting the right answers. The book has been praised for its accessibility and humor, making complex mathematical ideas understandable to a general audience"
Hello World! Computer Programming for Kids and Other Beginners ," Warren Sande, Carter Sande ",4,"”Simple yet empowering. Kids will be amazed at how quickly they can get productive.” - James McGinn, Bull Valley Key Features Learn to program with Python, a language designed to be easy for beginners Written by father-and-son team Warren and Carter Sande Colorful pictures, clever cartoons, and fun examples Practice questions and exercises Kid-tested and reviewed by professional educators Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications. About The Book With this book, ANYONE can learn to write useful programs and games in Python. Designed especially for readers 9-16 years old, this book is easy to read and use. Printed in full color, it’s never boring, with hands-on practice and interesting graphics throughout. Hello World! Computer Programming for Kids and Other Beginners, Third Edition introduces the world of computer programming in a clear and fun style. Using Python, a programming language designed to be easy to learn, each engaging lesson teaches skills that apply to any kind of programming. It brings to life the basic concepts of computing—looping, decisions, input and output, graphics, and more. Now in its third edition, this international bestseller has been fully updated to Python 3 and includes a new chapter about how the internet works. What You Will Learn Install Python and get set up for programming Math and data for programming Building GUIs for your programs Creating simple games Adding comments to your code Graphics, sprites, and collision detection Simulate pets and a lunar landing Where to go next on your programming journey This Book Is Written For Like the previous two editions, Hello World! Third Edition is not just for kids. While the tone is light and engaging, it doesn't ""talk down"" to the reader, and beginners of any age will love its readability and sense of humor. Written by Warren Sande and his son, Carter, it is full of examples that will get you thinking and learning. Reviewed by professional educators, this book is kid-tested and parent-approved. You don't need to know anything about programming to use the book, just the basics of using a computer. If you can start a program and save a file, you can learn to program using this book!"
Sew What! Skirts: 16 Simple Styles You Can Make with Fabulous Fabrics, Francesca DenHartog ,4,16 Simple styles you can make with fabulous fabrics.
Corporate Finance , Ivo Welch ,4,"""Corporate Finance"" by Ivo Welch is a comprehensive textbook that covers the fundamental principles and modern theories of corporate finance. First published in 2009 and now in its fifth edition (as of 2023), the book is widely used in undergraduate and graduate finance courses. Welch, a professor of finance at UCLA Anderson School of Management, takes a practical approach to teaching corporate finance, focusing on real-world applications and decision-making. The book covers topics such as capital budgeting, risk and return, cost of capital, capital structure, dividend policy, and mergers and acquisitions. It also includes sections on financial modeling and valuation techniques. One unique aspect of Welchs book is its emphasis on the use of spreadsheets for financial analysis, with many examples and exercises using Excel. The book is known for its clear explanations, comprehensive coverage, and integration of recent research findings. Welch also provides a free online version of the book, making it accessible to a wider audience"
The Accounting Game: Learn the Basics of Financial Accounting - As Easy as Running a Lemonade Stand ," Darrell Mullis, Judith Orloff ",4,"A clear, easy-to-understand explanation of key financial accounting basics. The world of accounting can be intimidating. Whether you're a manager, business owner, aspiring entrepreneur, or taking a college course in accounting, you'll find yourself need to know the basics...but baffled by complicated accounting books. What if learning accounting could be as simple and fun as running a child's lemonade stand? It can. The Accounting Game presents financial information in a format so simple and so unlike a common accounting textbook, you may forget you're learning skills that will help you get ahead! Using the world of a child's lemonade stand to teach the basics of managing your finances, this book makes a dry subject fun and understandable. As you run your stand, you'll begin to understand and apply financial terms and concepts like assets, liabilities, earnings, inventory and notes payable, plus: Interactive format gives you hands-on experience Color-coded charts and worksheets help you remember key terms Step-by-step process takes you from novice to expert with ease Fun story format speeds retention of essential concepts Designed to apply what you learn to the real world The revolutionary approach of The Accounting Game takes the difficult subjects of accounting and business finance and makes them something you can easily learn, understand, remember and use! Praise for The Accounting Game: ""The game approach makes the subject matter most understandable. I highly recommend it to anyone frightened by either numbers or accountants."" —John Hernandis, Director of Corporate Communications, American Greetings ""Fantastic Learning Tool...Don't let this book title fool you. It is not an oversimplification of accounting and financial principles. It is, however, a serious and very effective examination of a very small but progressively complex business. There are not many books available on the market that make a complex and dry subject understandable and even fun. This book successfully does just that."" —Amazon Reviewer"
Financial Statements , Thomas Ittelson ,4,"""Financial Statements"" by Thomas Ittelson is a practical guide to understanding and creating financial reports, aimed at non-financial managers and entrepreneurs. The book explains the three main financial statements (balance sheet, income statement, and cash flow statement) in clear, simple language. Ittelson uses a visual approach and straightforward examples to illustrate how financial transactions affect each statement. The book also covers topics like ratio analysis and basic accounting principles. Its praised for making complex financial concepts accessible to readers without an accounting background"
Developing Quality Technical Information: A Handbook for Writers and Editors ," Michelle Carey, Moira Lanyi, Deirdre Longo  ",4,"Drawing on IBM's unsurpassed technical communications experience, readers discover today's best practices for meeting nine quality characteristics: accuracy, clarity, completeness, concreteness, organization, retrievability, style, task orientation, and visual effectiveness. Packed with guidelines, checklists, and before-and-after examples, Developing Quality Technical Information, Third Edition is an indispensable resource for the future of technical communication."
"Enterprise Integration Patterns: Designing, Building, Deploying Messaging Solutions "," Gregor Hohpe, Bobby Woolf ",4,"Enterprise Integration Patterns provides an invaluable catalog of sixty-five patterns, with real-world solutions that demonstrate the formidable of messaging and help you to design effective messaging solutions for your enterprise. The authors also include examples covering a variety of different integration technologies, such as JMS, MSMQ, TIBCO ActiveEnterprise, Microsoft BizTalk, SOAP, and XSL. A case study describing a bond trading system illustrates the patterns in practice, and the book offers a look at emerging standards, as well as insights into what the future of enterprise integration might hold. This book provides a consistent vocabulary and visual notation framework to describe large-scale integration solutions across many technologies. It also explores in detail the advantages and limitations of asynchronous messaging architectures. The authors present practical advice on designing code that connects an application to a messaging system, and provide extensive information to help you determine when to send a message, how to route it to the proper destination, and how to monitor the health of a messaging system. If you want to know how to manage, monitor, and maintain a messaging system once it is in use, get this book."
